folio,categoria_incidente_c4,incidente_c4,anio_creacion,mes_creacion,fecha_creacion,hora_creacion,anio_cierre,mes_cierre,fecha_cierre,hora_cierre,codigo_cierre,clas_con_f_alarma,alcaldia_cierre,colonia_cierre,manzana,latitud,longitud
C5/20210712/01605,Derrame o fuga,Olor a gas combustible quimicos,2021,Julio,2021-07-12,11:58:37,2021,Julio,2021-07-12,13:26:05,A,EMERGENCIA,VENUSTIANO CARRANZA,PEON DE LOS BAOS,9.02E+14,19.438715,-99.082909
C5/20210712/03039,Lesionado,Por golpes agresion,2021,Julio,2021-07-12,18:22:29,2021,Julio,2021-07-12,21:25:28,A,URGENCIAS MEDICAS,ALVARO OBREGON,BARRIO NORTE,9.01E+14,19.377526,-99.210389
C5/20210714/00292,Medicos,Enfermo,2021,Julio,2021-07-14,02:30:40,2021,Julio,2021-07-14,03:42:45,A,URGENCIAS MEDICAS,VENUSTIANO CARRANZA,5TO TRAMO DE 20 DE NOVIEMBRE,9.02E+14,19.449108,-99.108155
C5/20210723/01617,Denuncia,Persona desaparecida,2021,Julio,2021-07-23,12:35:49,2021,Julio,2021-07-23,13:43:35,A,SERVICIO,IZTAPALAPA,LA POLVORILLA,9.01E+14,19.321161,-99.047387
C5/20210715/01323,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-15,11:33:28,2021,Julio,2021-07-15,14:05:20,A,EMERGENCIA,BENITO JUAREZ,CIUDAD DE LOS DEPORTES,9.01E+14,19.383315,-99.17687
C5/20210715/03633,Medicos,Dolor,2021,Julio,2021-07-15,22:02:28,2021,Julio,2021-07-15,22:44:48,A,URGENCIAS MEDICAS,BENITO JUAREZ,PORTALES III,9.01E+14,19.363641,-99.145745
C5/20210714/00163,Medicos,Inconsciente,2021,Julio,2021-07-14,01:10:14,2021,Julio,2021-07-14,04:31:27,A,URGENCIAS MEDICAS,LA MAGDALENA CONTRERAS,VISTA HERMOSA,9.01E+14,19.313277,-99.252893
C5/20210714/00152,Medicos,Inconsciente,2021,Julio,2021-07-14,01:02:17,2021,Julio,2021-07-14,02:48:18,A,URGENCIAS MEDICAS,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),9.01E+14,19.35537,-99.058324
C5/20210706/00717,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,09:17:38,2021,Julio,2021-07-06,10:48:18,A,EMERGENCIA,ALVARO OBREGON,TIZAPAN_TIZAPAN SAN ANGEL,9.01E+14,19.33814,-99.202016
C5/20210705/04418,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-05,22:45:38,2021,Julio,2021-07-06,00:06:39,A,EMERGENCIA,IZTAPALAPA,MIRASOLES (U HAB),090070001390A004,19.314341,-99.075757
C5/20210705/04601,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-05,23:46:31,2021,Julio,2021-07-06,01:04:23,A,EMERGENCIA,TLALPAN,PEDREGAL DE SN NICOLAS 1A SECC,9.01E+14,19.29433,-99.234886
C5/20210706/02452,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,17:16:57,2021,Julio,2021-07-06,19:16:00,A,EMERGENCIA,VENUSTIANO CARRANZA,EL ARENAL PTO AEREO (FRACC),9.02E+14,19.428666,-99.061308
C5/20210706/03585,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,21:57:29,2021,Julio,2021-07-06,23:43:29,A,EMERGENCIA,TLAHUAC,DEL MAR SUR,9.01E+14,19.291063,-99.061614
C5/20210705/03148,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,18:06:28,2021,Julio,2021-07-05,18:07:51,Otros,SERVICIO,MIGUEL HIDALGO,ANZURES,090160001068A006,19.430829,-99.180466
C5/20210706/03155,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,20:15:24,2021,Julio,2021-07-06,23:04:20,A,EMERGENCIA,COYOACAN,DE LA CANDELARIA (PBLO),9.00E+14,19.333518,-99.149435
C5/20210706/02200,Derrame o fuga,Gas natural,2021,Julio,2021-07-06,16:18:46,2021,Julio,2021-07-06,17:11:41,Otros,EMERGENCIA,COYOACAN,INFONAVIT CULHUACAN ZONA 3 (U HAB),9.00E+14,19.327852,-99.118667
C5/20210706/01031,Derrame o fuga,Gas natural,2021,Julio,2021-07-06,11:07:43,2021,Julio,2021-07-06,12:00:27,A,EMERGENCIA,COYOACAN,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),9.00E+14,19.304906,-99.178413
C5/20210706/03222,Derrame o fuga,Gas natural,2021,Julio,2021-07-06,20:31:05,2021,Julio,2021-07-06,23:34:58,Otros,EMERGENCIA,AZCAPOTZALCO,NUEVA SANTA MARIA,9.00E+14,19.462365,-99.165606
C5/20210706/01837,Derrame o fuga,Olor a gas combustible quimicos,2021,Julio,2021-07-06,14:30:21,2021,Julio,2021-07-06,15:35:02,Otros,EMERGENCIA,AZCAPOTZALCO,EL ROSARIO A (U HAB),9.00E+14,19.511933,-99.208871
C5/20210706/02979,Derrame o fuga,Olor a gas combustible quimicos,2021,Julio,2021-07-06,19:28:08,2021,Julio,2021-07-06,22:34:57,Otros,EMERGENCIA,BENITO JUAREZ,ACACIAS,9.01E+14,19.36483,-99.176516
C5/20210706/02567,Detencion ciudadana,Robo,2021,Julio,2021-07-06,17:45:23,2021,Julio,2021-07-06,19:25:11,A,DELITO,GUSTAVO A. MADERO,CAPULTITLAN,9.01E+14,19.477098,-99.132578
C5/20210706/01521,Disturbio,Desperdicio de agua,2021,Julio,2021-07-06,13:27:11,2021,Julio,2021-07-06,14:33:17,Otros,FALTA CÍVICA,TLALPAN,PEDREGAL DE SN NICOLAS 3A SECC,9.01E+14,19.284557,-99.234997
C5/20210706/00325,Disturbio,Disparos,2021,Julio,2021-07-06,02:59:25,2021,Julio,2021-07-06,06:04:54,Otros,DELITO,GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,9.01E+14,19.557316,-99.130156
C5/20210706/01372,Disturbio,Disparos,2021,Julio,2021-07-06,12:45:37,2021,Julio,2021-07-06,13:48:26,A,DELITO,GUSTAVO A. MADERO,C T M ARAGON AMPLIACION (U),9.01E+14,19.455631,-99.053504
C5/20210722/03930,Danos por fenomeno natural o tercero,Caida de cables,2021,Julio,2021-07-22,22:35:47,2021,Julio,2021-07-23,01:46:01,Otros,SERVICIO,MIGUEL HIDALGO,PENSIL NORTE,9.02E+14,19.451885,-99.197618
C5/20210726/03421,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-26,18:55:37,2021,Julio,2021-07-26,21:46:28,A,EMERGENCIA,IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) I,9.01E+14,19.357565,-99.037131
C5/20210726/03965,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-26,21:18:50,2021,Julio,2021-07-26,22:19:59,A,EMERGENCIA,BENITO JUAREZ,NIOS HEROES DE CHAPULTEPEC,9.01E+14,19.386621,-99.143617
C5/20210714/02802,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-14,18:59:47,2021,Julio,2021-07-14,19:50:16,A,EMERGENCIA,VENUSTIANO CARRANZA,JARDIN BALBUENA I,090170001062A013,19.426173,-99.108183
C5/20210714/02549,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-14,17:59:22,2021,Julio,2021-07-14,20:31:36,A,EMERGENCIA,AZCAPOTZALCO,EUZKADI,9.00E+14,19.47902,-99.160404
C5/20210727/01604,Medicos,Enfermo,2021,Julio,2021-07-27,13:16:49,2021,Julio,2021-07-27,14:52:09,A,URGENCIAS MEDICAS,IZTAPALAPA,SAN JUAN XALPA II,9.01E+14,19.335621,-99.080958
C5/20210723/01488,Danos por fenomeno natural o tercero,Caida de cables,2021,Julio,2021-07-23,11:59:30,2021,Julio,2021-07-23,13:15:05,A,SERVICIO,BENITO JUAREZ,"NARVARTE V",9.01E+14,19.386864,-99.159835
C5/20210712/02476,Medicos,Amenaza de aborto,2021,Julio,2021-07-12,15:52:08,2021,Julio,2021-07-12,16:25:37,A,URGENCIAS MEDICAS,GUSTAVO A. MADERO,LA PRADERA,9.01E+14,19.474512,-99.065817
C5/20210715/02788,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-15,18:20:36,2021,Julio,2021-07-15,20:56:52,A,EMERGENCIA,LA MAGDALENA CONTRERAS,SAN NICOLAS TOTOLAPAN (PBLO),9.01E+14,19.295929,-99.240636
C5/20210728/00692,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-28,07:41:32,2021,Julio,2021-07-28,10:55:38,A,EMERGENCIA,COYOACAN,VIEJO EJIDO SANTA URSULA COAPA,9.00E+14,19.305863,-99.138914
C5/20210714/00253,Medicos,Inconsciente,2021,Julio,2021-07-14,02:01:11,2021,Julio,2021-07-14,03:26:01,A,URGENCIAS MEDICAS,GUSTAVO A. MADERO,RESIDENCIAL LA ESCALERA (FRACC),9.01E+14,19.511599,-99.139867
C5/20210715/00559,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-15,05:17:23,2021,Julio,2021-07-15,08:43:56,A,EMERGENCIA,XOCHIMILCO,SANTA CRUZ ACALPIXCA (PBLO),9.01E+14,19.245585,-99.076638
C5/20210728/00582,Incendio,Quema de basura,2021,Julio,2021-07-28,05:58:27,2021,Julio,2021-07-28,06:40:36,A,EMERGENCIA,VENUSTIANO CARRANZA,ARTES GRAFICAS,9.02E+14,19.409995,-99.126323
C5/20210728/03816,Medicos,Asfixia atragantamiento,2021,Julio,2021-07-28,22:03:17,2021,Julio,2021-07-28,23:12:32,A,URGENCIAS MEDICAS,XOCHIMILCO,LA NORIA TEPEPAN,9.01E+14,19.269647,-99.129403
C5/20210728/00740,Medicos,Convulsiones,2021,Julio,2021-07-28,08:08:49,2021,Julio,2021-07-28,09:23:51,A,URGENCIAS MEDICAS,COYOACAN,LOS CIPRESES,090030001086A017,19.321185,-99.131906
C5/20210705/04262,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-05,22:00:11,2021,Julio,2021-07-06,00:27:22,A,EMERGENCIA,IZTAPALAPA,PROGRESISTA,9.01E+14,19.358186,-99.067025
C5/20210705/04169,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-05,21:32:53,2021,Julio,2021-07-06,00:35:13,Otros,EMERGENCIA,IZTAPALAPA,MIRASOLES (U HAB),090070001390A004,19.314341,-99.075757
C5/20210706/02544,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,17:40:16,2021,Julio,2021-07-06,17:52:38,Otros,EMERGENCIA,CUAUHTEMOC,MORELOS I,9.02E+14,19.448811,-99.130681
C5/20210706/03437,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,21:21:27,2021,Julio,2021-07-06,22:51:59,A,EMERGENCIA,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),9.01E+14,19.170083,-99.000613
C5/20210706/02683,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,18:20:08,2021,Julio,2021-07-06,19:26:48,A,EMERGENCIA,TLALPAN,SAN PEDRO MARTIR (PBLO),9.01E+14,19.264939,-99.165104
C5/20210705/02983,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,17:25:43,2021,Julio,2021-07-05,18:23:44,A,SERVICIO,VENUSTIANO CARRANZA,MORELOS II,9.02E+14,19.442679,-99.118017
C5/20210706/03179,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,20:21:41,2021,Julio,2021-07-06,21:44:55,A,EMERGENCIA,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO),9.01E+14,19.297598,-99.038678
C5/20210705/04237,Derrame o fuga,Olor a gas combustible quimicos,2021,Julio,2021-07-05,21:52:45,2021,Julio,2021-07-06,00:54:52,Otros,EMERGENCIA,CUAUHTEMOC,GUERRERO I,9.02E+14,19.449319,-99.145761
C5/20210706/00152,Disturbio,Disparos,2021,Julio,2021-07-06,01:03:49,2021,Julio,2021-07-06,01:15:57,Otros,DELITO,IZTAPALAPA,LOMAS DE ZARAGOZA,9.01E+14,19.353095,-98.995068
C5/20210706/03861,Disturbio,Disparos,2021,Julio,2021-07-06,23:21:33,2021,Julio,2021-07-06,23:49:47,Otros,DELITO,IZTACALCO,ZAPOTLA,9.01E+14,19.394187,-99.120069
C5/20210706/00023,Disturbio,Escandalo,2021,Julio,2021-07-06,00:09:40,2021,Julio,2021-07-06,00:18:28,A,FALTA CÍVICA,IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,9.01E+14,19.349829,-99.012885
C5/20210706/00039,Disturbio,Escandalo,2021,Julio,2021-07-06,00:15:22,2021,Julio,2021-07-06,00:35:36,Otros,FALTA CÍVICA,XOCHIMILCO,SAN ANDRES AHUAYUCAN (PBLO),9.01E+14,19.223602,-99.10949
C5/20210706/00105,Disturbio,Escandalo,2021,Julio,2021-07-06,00:43:24,2021,Julio,2021-07-06,01:33:31,A,FALTA CÍVICA,IZTAPALAPA,PASEOS DE CHURUBUSCO,9.01E+14,19.387783,-99.082194
C5/20210705/03874,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,20:26:21,2021,Julio,2021-07-05,20:32:56,Otros,SERVICIO,COYOACAN,CAMPESTRE CHURUBUSCO,9.00E+14,19.343857,-99.133681
C5/20210706/00081,Disturbio,Escandalo,2021,Julio,2021-07-06,00:32:39,2021,Julio,2021-07-06,00:37:49,Otros,FALTA CÍVICA,XOCHIMILCO,SAN LUCAS XOCHIMANCA (PBLO),9.01E+14,19.243993,-99.109668
C5/20210705/04233,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,21:52:42,2021,Julio,2021-07-05,22:00:00,Otros,SERVICIO,ALVARO OBREGON,JARDINES DEL PEDREGAL,9.01E+14,19.332999,-99.199297
C5/20210705/04258,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,21:59:07,2021,Julio,2021-07-05,22:14:06,A,SERVICIO,CUAUHTEMOC,ROMA SUR II,9.02E+14,19.404351,-99.157538
C5/20210705/04549,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,23:29:40,2021,Julio,2021-07-05,23:40:05,Otros,SERVICIO,LA MAGDALENA CONTRERAS,LOMAS DE SAN BERNABE,9.01E+14,19.311053,-99.264881
C5/20210706/00196,Disturbio,Escandalo,2021,Julio,2021-07-06,01:29:35,2021,Julio,2021-07-06,02:47:06,Otros,FALTA CÍVICA,IZTAPALAPA,SAN MIGUEL TEOTONGO IV,9.01E+14,19.335412,-98.985257
C5/20210706/00353,Disturbio,Escandalo,2021,Julio,2021-07-06,03:27:15,2021,Julio,2021-07-06,03:57:45,A,FALTA CÍVICA,IZTACALCO,AGRICOLA ORIENTAL III,9.01E+14,19.39075,-99.076626
C5/20210706/00356,Disturbio,Escandalo,2021,Julio,2021-07-06,03:28:46,2021,Julio,2021-07-06,03:32:15,Otros,FALTA CÍVICA,IZTACALCO,AGRICOLA ORIENTAL IV,090060001019A015,19.402372,-99.066577
C5/20210706/00389,Disturbio,Escandalo,2021,Julio,2021-07-06,04:10:50,2021,Julio,2021-07-06,04:23:18,Otros,FALTA CÍVICA,AZCAPOTZALCO,XOCHINAHUAC (U HAB),9.00E+14,19.509631,-99.194652
C5/20210705/04423,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,22:47:12,2021,Julio,2021-07-05,23:01:11,Otros,SERVICIO,AZCAPOTZALCO,DEMET (U HAB),9.00E+14,19.487974,-99.180613
C5/20210705/03390,Denuncia,Persona sospechosa,2021,Julio,2021-07-05,18:57:43,2021,Julio,2021-07-05,19:12:56,Otros,SERVICIO,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,9.01E+14,19.461443,-99.083509
C5/20210705/02518,Derrame o fuga,Agua potable,2021,Julio,2021-07-05,15:26:59,2021,Julio,2021-07-05,15:34:28,Otros,SERVICIO,ALVARO OBREGON,TIZAPAN_TIZAPAN SAN ANGEL,9.01E+14,19.337427,-99.201177
C5/20210706/00603,Disturbio,Escandalo,2021,Julio,2021-07-06,08:19:04,2021,Julio,2021-07-06,08:42:41,Otros,FALTA CÍVICA,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),9.01E+14,19.320293,-99.221999
C5/20210706/00754,Disturbio,Escandalo,2021,Julio,2021-07-06,09:31:42,2021,Julio,2021-07-06,09:42:05,Otros,FALTA CÍVICA,XOCHIMILCO,BELEM (BARR),9.01E+14,19.259576,-99.103541
C5/20210706/01385,Disturbio,Escandalo,2021,Julio,2021-07-06,12:46:11,2021,Julio,2021-07-06,13:00:50,Otros,FALTA CÍVICA,MIGUEL HIDALGO,DANIEL GARZA (AMPL),9.02E+14,19.408658,-99.192076
C5/20210706/01271,Disturbio,Escandalo,2021,Julio,2021-07-06,12:20:35,2021,Julio,2021-07-06,12:32:11,Otros,FALTA CÍVICA,IZTAPALAPA,SECTOR POPULAR,9.01E+14,19.364347,-99.115053
C5/20210706/01190,Disturbio,Escandalo,2021,Julio,2021-07-06,11:53:35,2021,Julio,2021-07-06,12:03:44,Otros,FALTA CÍVICA,COYOACAN,LOS REYES (PBLO),9.00E+14,19.333093,-99.153504
C5/20210726/00693,Medicos,Hipoglucemia,2021,Julio,2021-07-26,03:15:00,2021,Julio,2021-07-26,03:40:51,Otros,URGENCIAS MEDICAS,COYOACAN,PEDREGAL DE SANTA URSULA I,9.00E+14,19.315133,-99.149094
C5/20210726/02782,Medicos,Hipoglucemia,2021,Julio,2021-07-26,16:20:02,2021,Julio,2021-07-26,18:59:50,A,URGENCIAS MEDICAS,COYOACAN,CTM VI CULHUACAN (U HAB),090030001175A010,19.321041,-99.121321
C5/20210706/01090,Disturbio,Escandalo,2021,Julio,2021-07-06,11:24:03,2021,Julio,2021-07-06,11:31:04,A,FALTA CÍVICA,GUSTAVO A. MADERO,PROVIDENCIA (AMPL),9.01E+14,19.476628,-99.069841
C5/20210714/02590,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-14,18:11:22,2021,Julio,2021-07-14,19:59:51,A,EMERGENCIA,VENUSTIANO CARRANZA,7 DE JULIO (AMPL),9.02E+14,19.429933,-99.110201
C5/20210714/02774,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-14,18:52:53,2021,Julio,2021-07-14,21:34:26,A,EMERGENCIA,ALVARO OBREGON,SANTA FE,9.01E+14,19.38152,-99.241638
C5/20210730/01262,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-30,10:04:26,2021,Julio,2021-07-30,11:19:02,A,EMERGENCIA,TLALPAN,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB)",9.01E+14,19.290907,-99.121787
C5/20210712/03510,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-12,20:12:48,2021,Julio,2021-07-12,21:59:20,A,EMERGENCIA,IZTACALCO,INFONAVIT IZTACALCO (U HAB) I,9.01E+14,19.385152,-99.102904
C5/20210723/00262,Denuncia,Persona desaparecida,2021,Julio,2021-07-23,01:15:16,2021,Julio,2021-07-23,13:14:25,Otros,SERVICIO,TLAHUAC,SAN FRANCISCO TLALTENCO (PBLO),9.01E+14,19.293231,-99.011546
C5/20210711/06548,Medicos,Evento vascular cerebral,2021,Julio,2021-07-11,22:58:54,2021,Julio,2021-07-12,02:36:42,A,URGENCIAS MEDICAS,GUSTAVO A. MADERO,LA CASILDA,9.01E+14,19.558164,-99.127484
C5/20210715/03111,Cadaver,Muerte causa ignorada,2021,Julio,2021-07-15,19:41:46,2021,Julio,2021-07-15,23:27:27,A,EMERGENCIA,COYOACAN,LOS CIPRESES,9.00E+14,19.31853,-99.128677
C5/20210723/02976,Lesionado,Caida,2021,Julio,2021-07-23,18:14:23,2021,Julio,2021-07-23,21:09:52,A,URGENCIAS MEDICAS,AZCAPOTZALCO,SAN ANDRES (PBLO),9.00E+14,19.493082,-99.184145
C5/20210715/02987,Medicos,Enfermo,2021,Julio,2021-07-15,19:06:57,2021,Julio,2021-07-15,19:20:11,Otros,URGENCIAS MEDICAS,VENUSTIANO CARRANZA,PEON DE LOS BAOS,9.02E+14,19.435285,-99.071406
C5/20210716/00004,Disturbio,Quema de pirotecnia,2021,Julio,2021-07-16,00:00:20,2021,Julio,2021-07-16,00:54:38,Otros,DELITO,GUSTAVO A. MADERO,EL CARMEN,9.01E+14,19.543709,-99.135611
C5/20210728/00678,Medicos,Convulsiones,2021,Julio,2021-07-28,07:33:46,2021,Julio,2021-07-28,09:02:39,A,URGENCIAS MEDICAS,COYOACAN,DE LA CANDELARIA (PBLO),9.00E+14,19.334011,-99.149463
C5/20210709/02464,Cadaver,Muerte por enfermedad previamente diagnosticada,2021,Julio,2021-07-09,16:36:25,2021,Julio,2021-07-09,18:46:45,A,EMERGENCIA,IZTAPALAPA,TENORIOS,9.01E+14,19.333081,-99.020529
C5/20210706/02371,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,16:58:35,2021,Julio,2021-07-06,18:49:26,A,EMERGENCIA,ALVARO OBREGON,LA CAADA,NA,19.381828,-99.226599
C5/20210706/02547,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,17:40:04,2021,Julio,2021-07-06,18:16:56,Otros,EMERGENCIA,TLALPAN,SAN PEDRO MARTIR (PBLO),9.01E+14,19.264939,-99.165104
C5/20210706/03481,Derrame o fuga,Cilindro de gas,2021,Julio,2021-07-06,21:25:43,2021,Julio,2021-07-06,21:47:18,Otros,EMERGENCIA,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),9.01E+14,19.221579,-98.989107
