folio,categoria_incidente_c4,incidente_c4,anio_creacion,mes_creacion,fecha_creacion,hora_creacion,anio_cierre,mes_cierre,fecha_cierre,hora_cierre,codigo_cierre,clas_con_f_alarma,alcaldia_cierre,colonia_cierre,manzana,latitud,longitud
C5/191112/07610,Disturbio,Escandalo,2019,Noviembre,2019-11-12,22:09:10,2019,Noviembre,2019-11-13,00:55:21,Negativo,FALTA CÍVICA,GUSTAVO A. MADERO,JUAN GONZALEZ ROMERO,0900500012682020,19.50738,-99.090169
C5/191112/07622,Servicios,Vehiculo recuperado localizado,2019,Noviembre,2019-11-12,22:10:06,2019,Noviembre,2019-11-13,00:10:52,Afirmativo,SERVICIO,AZCAPOTZALCO,CLAVERIA,0900200010805019,19.463526,-99.182656
C5/191112/07640,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-12,22:13:51,2019,Noviembre,2019-11-13,01:07:01,Negativo,SERVICIO,GUSTAVO A. MADERO,SALVADOR DIAZ MIRON,0900500011307012,19.488907,-99.095376
C5/191113/00210,Disturbio,Escandalo,2019,Noviembre,2019-11-13,00:58:23,2019,Noviembre,2019-11-13,01:09:53,Negativo,FALTA CÍVICA,TLALPAN,ISIDRO FABELA I (PONIENTE),0901200010125009,19.302564,-99.176229
C5/191112/08005,Disturbio,Escandalo,2019,Noviembre,2019-11-12,23:25:53,2019,Noviembre,2019-11-13,00:11:05,Negativo,FALTA CÍVICA,CUAUHTEMOC,JUAREZ,0901500010945019,19.422747,-99.174448
C5/191113/00464,Disturbio,Escandalo,2019,Noviembre,2019-11-13,02:53:30,2019,Noviembre,2019-11-13,02:56:12,Duplicado,FALTA CÍVICA,TLALPAN,TLALPAN CENTRO,0901200010375017,19.292372,-99.175031
C5/191113/00465,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-13,02:53:29,2019,Noviembre,2019-11-13,03:03:26,Negativo,SERVICIO,VENUSTIANO CARRANZA,EL ARENAL 4A SECCION,0901700010827019,19.429209,-99.05891
C5/191113/00478,Disturbio,Escandalo,2019,Noviembre,2019-11-13,02:58:12,2019,Noviembre,2019-11-13,03:01:13,Duplicado,FALTA CÍVICA,TLALPAN,TLALPAN CENTRO,090120001038A011,19.290596,-99.173577
C5/191112/07136,Servicios,Menor extraviado,2019,Noviembre,2019-11-12,21:03:30,2019,Noviembre,2019-11-13,00:03:46,Afirmativo,SERVICIO,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) I,0900700011693018,19.345042,-99.033946
C5/190924/05662,Denuncia,Persona sospechosa,2019,Septiembre,2019-09-24,16:17:09,2019,Noviembre,2019-11-13,06:12:02,Negativo,SERVICIO,GUSTAVO A. MADERO,INDUSTRIAL II,0900500011576015,19.478157,-99.128201
C5/191012/01325,Disturbio,Escandalo,2019,Octubre,2019-10-12,02:36:50,2019,Noviembre,2019-11-13,09:18:27,Duplicado,FALTA CÍVICA,IZTACALCO,MILITAR MARTE,0900600010950010,19.379792,-99.133638
C5/191101/06798,Danos por fenomeno natural o tercero,Caida de barda,2019,Noviembre,2019-11-01,18:31:50,2019,Noviembre,2019-11-13,12:32:36,Afirmativo,SERVICIO,CUAUHTEMOC,PERALVILLO II,0901500010038011,19.460232,-99.129836
C5/191113/01333,Servicios,Corto cables transformador,2019,Noviembre,2019-11-13,08:04:56,2019,Noviembre,2019-11-13,08:28:30,Duplicado,SERVICIO,ALVARO OBREGON,LOMAS DE SAN ANGEL INN,0901000011186006,19.343001,-99.207716
C5/191119/04000,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,14:03:44,2019,Noviembre,2019-11-19,14:30:18,Negativo,SERVICIO,GUSTAVO A. MADERO,LOMA DE LA PALMA,0900500010101034,19.55131,-99.142886
C5/191119/05817,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,17:57:43,2019,Noviembre,2019-11-19,18:02:35,Duplicado,SERVICIO,IZTAPALAPA,PASEOS DE CHURUBUSCO,0900700010182025,19.385788,-99.091232
C5/191119/03952,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,13:59:57,2019,Noviembre,2019-11-19,14:20:17,Duplicado,SERVICIO,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),0900800010122019,19.321927,-99.224963
C5/191119/03953,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,14:00:07,2019,Noviembre,2019-11-19,14:29:32,Negativo,SERVICIO,IZTAPALAPA,SAN ANTONIO (BARR),0900700012102016,19.309533,-99.069715
C5/191119/03960,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,14:01:05,2019,Noviembre,2019-11-19,14:08:39,Afirmativo,SERVICIO,TLALPAN,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB)",0901200010750016,19.288319,-99.125457
C5/191119/03975,Denuncia,Servidor publico,2019,Noviembre,2019-11-19,14:02:14,2019,Noviembre,2019-11-19,14:24:44,Afirmativo,SERVICIO,CUAUHTEMOC,CENTRO VIII,0901500010748015,19.431635,-99.14175
C5/191119/03977,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,14:01:56,2019,Noviembre,2019-11-19,14:11:10,Negativo,SERVICIO,AZCAPOTZALCO,SINDICATO MEXICANO DE ELECTRICISTAS,0900200010504005,19.471866,-99.178113
C5/191119/03855,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,13:46:41,2019,Noviembre,2019-11-19,13:59:41,Negativo,SERVICIO,GUSTAVO A. MADERO,INDUSTRIAL II,0900500011580030,19.47695,-99.125911
C5/191119/03861,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,13:46:57,2019,Noviembre,2019-11-19,13:58:00,Afirmativo,SERVICIO,COYOACAN,PRADO CHURUBUSCO,0900300010094007,19.357102,-99.129672
C5/191119/03873,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,13:48:07,2019,Noviembre,2019-11-19,14:00:18,Negativo,SERVICIO,IZTACALCO,JUVENTINO ROSAS II,0900600010611012,19.390505,-99.105535
C5/191119/03919,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,13:53:02,2019,Noviembre,2019-11-19,15:01:08,Afirmativo,SERVICIO,ALVARO OBREGON,CORPUS CHRISTY,0901000012305022,19.358714,-99.248683
C5/191119/03921,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,13:54:56,2019,Noviembre,2019-11-19,14:03:06,Negativo,SERVICIO,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION III,0901700010545001,19.433399,-99.103493
C5/191119/04927,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,16:03:45,2019,Noviembre,2019-11-19,16:10:02,Duplicado,SERVICIO,COYOACAN,LOS REYES (PBLO),0900300010450022,19.333569,-99.15248
C5/191119/04935,Denuncia,Servidor publico,2019,Noviembre,2019-11-19,16:04:26,2019,Noviembre,2019-11-19,16:25:59,Negativo,SERVICIO,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION III,NA,19.4338,-99.107383
C5/191119/04876,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,15:54:58,2019,Noviembre,2019-11-19,16:12:29,Negativo,SERVICIO,AZCAPOTZALCO,JARDIN AZPEITIA,0900200010519019,19.469973,-99.174435
C5/191119/05932,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,18:12:25,2019,Noviembre,2019-11-19,18:27:13,Duplicado,SERVICIO,CUAUHTEMOC,OBRERA I,0901500011144012,19.416771,-99.139632
C5/191119/04887,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,15:56:10,2019,Noviembre,2019-11-19,16:11:58,Negativo,SERVICIO,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),0901300010353011,19.252854,-99.057028
C5/191119/04892,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,15:58:05,2019,Noviembre,2019-11-19,17:18:58,Negativo,SERVICIO,IZTACALCO,AGRICOLA ORIENTAL V,0900600010359017,19.392998,-99.069232
C5/191119/05782,Medicos,Inconsciente,2019,Noviembre,2019-11-19,17:53:25,2019,Noviembre,2019-11-19,17:54:52,Duplicado,URGENCIAS MEDICAS,CUAUHTEMOC,ATLAMPA,0901500010184007,19.457707,-99.149047
C5/191119/04830,Disturbio,Escandalo,2019,Noviembre,2019-11-19,15:50:24,2019,Noviembre,2019-11-19,15:59:34,Negativo,FALTA CÍVICA,CUAUHTEMOC,OBRERA III,0901500011248006,19.409448,-99.143179
C5/191112/07847,Administrativas,Drogados,2019,Noviembre,2019-11-12,22:51:27,2019,Noviembre,2019-11-13,01:04:34,Negativo,FALTA CÍVICA,GUSTAVO A. MADERO,VASCO DE QUIROGA,0900500011171008,19.493274,-99.094951
C5/191112/07438,Lesionado,Otros,2019,Noviembre,2019-11-12,21:44:16,2019,Noviembre,2019-11-13,01:55:10,Afirmativo,URGENCIAS MEDICAS,COYOACAN,COPILCO EL ALTO,0900300010554021,19.329804,-99.174773
C5/191112/06863,Disturbio,Bloqueos,2019,Noviembre,2019-11-12,20:28:33,2019,Noviembre,2019-11-13,06:18:00,Afirmativo,FALTA CÍVICA,ALVARO OBREGON,LOMAS DE TETELPAN,0901000011171002,19.343613,-99.215019
C5/191109/06140,Medicos,Infarto,2019,Noviembre,2019-11-09,16:24:39,2019,Noviembre,2019-11-13,10:19:46,Afirmativo,URGENCIAS MEDICAS,TLALPAN,SAN LORENZO HUIPULCO,0901200010445001,19.297821,-99.148116
C5/191119/04006,Agresion,Negocio,2019,Noviembre,2019-11-19,14:06:46,2019,Noviembre,2019-11-19,14:36:35,Afirmativo,DELITO,BENITO JUAREZ,DEL VALLE I,090140001005A016,19.399938,-99.160968
C5/191119/04012,Administrativas,Ebrios,2019,Noviembre,2019-11-19,14:07:53,2019,Noviembre,2019-11-19,14:38:39,Negativo,FALTA CÍVICA,MIGUEL HIDALGO,ESCANDON I,090160001118A005,19.405179,-99.178671
C5/191119/04015,Administrativas,Drogados,2019,Noviembre,2019-11-19,14:08:25,2019,Noviembre,2019-11-19,14:37:37,Negativo,FALTA CÍVICA,CUAUHTEMOC,ROMA NORTE II,0901500011002007,19.42263,-99.16277
C5/191119/04028,Administrativas,Ebrios,2019,Noviembre,2019-11-19,14:10:17,2019,Noviembre,2019-11-19,14:29:25,Falso,FALSA ALARMA,COYOACAN,CTM VI CULHUACAN (U HAB),0900300011270039,19.324341,-99.118771
C5/191119/04034,Administrativas,Drogados,2019,Noviembre,2019-11-19,14:10:14,2019,Noviembre,2019-11-19,14:31:08,Negativo,FALTA CÍVICA,GUSTAVO A. MADERO,SAN PEDRO ZACATENCO (PBLO),0900500010582027,19.510302,-99.12342
C5/191119/03932,Administrativas,Drogados,2019,Noviembre,2019-11-19,13:56:06,2019,Noviembre,2019-11-19,14:09:08,Negativo,FALTA CÍVICA,IZTAPALAPA,PARAISO,0900700010445004,19.37782,-99.034729
C5/191119/03949,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:59:14,2019,Noviembre,2019-11-19,14:08:01,Afirmativo,SERVICIO,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION III,0901700010649014,19.428685,-99.103457
C5/191119/03956,Servicios,Apoyo vial embotellamiento,2019,Noviembre,2019-11-19,14:00:22,2019,Noviembre,2019-11-19,14:26:41,Negativo,SERVICIO,IZTAPALAPA,SAN LORENZO TEZONCO I (U HAB),0900700014113011,19.33682,-99.07371
C5/191119/03976,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,14:02:38,2019,Noviembre,2019-11-19,14:25:36,Negativo,SERVICIO,GUSTAVO A. MADERO,INDUSTRIAL II,0900500011580008,19.47339,-99.12811
C5/191119/03981,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,14:03:42,2019,Noviembre,2019-11-19,14:06:08,Duplicado,SERVICIO,BENITO JUAREZ,DEL VALLE I,090140001005A007,19.39797,-99.163698
C5/191119/03863,Detencion ciudadana,Robo,2019,Noviembre,2019-11-19,13:47:05,2019,Noviembre,2019-11-19,15:11:08,Afirmativo,DELITO,IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) I,0900700011104008,19.359263,-99.025574
C5/191119/03872,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:48:23,2019,Noviembre,2019-11-19,13:50:42,Duplicado,SERVICIO,MIGUEL HIDALGO,ESCANDON I,090160001118A017,19.40216,-99.174743
C5/191119/03894,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:51:23,2019,Noviembre,2019-11-19,14:02:37,Afirmativo,SERVICIO,BENITO JUAREZ,DEL VALLE VII,0901400010810007,19.369948,-99.16751
C5/191119/03807,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:40:52,2019,Noviembre,2019-11-19,13:59:20,Afirmativo,SERVICIO,AZCAPOTZALCO,CENTRO DE AZCAPOTZALCO,0900200010311017,19.480423,-99.184235
C5/191119/03838,Administrativas,Drogados,2019,Noviembre,2019-11-19,13:43:27,2019,Noviembre,2019-11-19,13:49:17,Duplicado,FALTA CÍVICA,GUSTAVO A. MADERO,FOVISSTE ARAGON (U HAB),090050001270A021,19.455497,-99.060128
C5/191119/03779,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:36:43,2019,Noviembre,2019-11-19,13:44:00,Negativo,SERVICIO,BENITO JUAREZ,"NARVARTE I",0901400010064009,19.400913,-99.15681
C5/191119/03784,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:37:29,2019,Noviembre,2019-11-19,13:39:23,Afirmativo,SERVICIO,CUAUHTEMOC,DOCTORES IV,0901500011125022,19.414433,-99.154176
C5/191119/03785,Lesionado,Otros,2019,Noviembre,2019-11-19,13:35:22,2019,Noviembre,2019-11-19,16:18:53,Afirmativo,URGENCIAS MEDICAS,IZTAPALAPA,LOMAS DE SAN LORENZO II,0900700011994001,19.323249,-99.067468
C5/191119/03677,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:23:11,2019,Noviembre,2019-11-19,13:30:13,Negativo,SERVICIO,COYOACAN,SAN DIEGO CHURUBUSCO,NA,19.357051,-99.144263
C5/191119/03715,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:28:59,2019,Noviembre,2019-11-19,13:41:06,Negativo,SERVICIO,BENITO JUAREZ,PORTALES II,0901400010859002,19.367736,-99.152472
C5/191119/03723,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:30:05,2019,Noviembre,2019-11-19,13:36:46,Negativo,SERVICIO,MIGUEL HIDALGO,ESCANDON I,090160001118A017,19.40216,-99.174743
C5/191119/03594,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:13:34,2019,Noviembre,2019-11-19,13:28:26,Duplicado,SERVICIO,CUAUHTEMOC,CENTRO VII,0901500010771011,19.433906,-99.129315
C5/191119/03632,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,13:17:54,2019,Noviembre,2019-11-19,13:20:04,Duplicado,SERVICIO,CUAUHTEMOC,CONDESA,0901500011322004,19.413354000000002,-99.173875
C5/191119/03611,Administrativas,Drogados,2019,Noviembre,2019-11-19,13:15:33,2019,Noviembre,2019-11-19,13:20:52,Duplicado,FALTA CÍVICA,ALVARO OBREGON,MOLINO DE SANTO DOMINGO,0901000010084010,19.393517,-99.20875
C5/191119/03615,Administrativas,Drogados,2019,Noviembre,2019-11-19,13:15:02,2019,Noviembre,2019-11-19,13:39:27,Negativo,FALTA CÍVICA,AZCAPOTZALCO,SAN SEBASTIAN,090020001035A007,19.48049,-99.174176
C5/191119/05409,Administrativas,Franeleros,2019,Noviembre,2019-11-19,17:02:56,2019,Noviembre,2019-11-19,17:19:55,Negativo,FALTA CÍVICA,XOCHIMILCO,SAN MARCOS (AMPL),0901300010052003,19.293627,-99.103552
C5/191119/05417,Administrativas,Drogados,2019,Noviembre,2019-11-19,17:04:43,2019,Noviembre,2019-11-19,17:15:04,Negativo,FALTA CÍVICA,CUAUHTEMOC,PERALVILLO II,0901500010023011,19.460915,-99.131832
C5/191119/05457,Servicios,Vehiculo obstruyendo,2019,Noviembre,2019-11-19,17:09:39,2019,Noviembre,2019-11-19,17:38:11,Afirmativo,SERVICIO,ALVARO OBREGON,GOLONDRINAS 1RA SECCION,0901000011523013,19.379906,-99.211998
C5/191119/05472,Denuncia,Invasion de predio,2019,Noviembre,2019-11-19,17:12:07,2019,Noviembre,2019-11-19,17:19:35,Duplicado,DELITO,LA MAGDALENA CONTRERAS,SAN FRANCISCO (BARR),0900800010264001,19.314872,-99.234291
C5/191119/05363,Medicos,Infarto,2019,Noviembre,2019-11-19,16:57:56,2019,Noviembre,2019-11-19,17:51:29,Afirmativo,URGENCIAS MEDICAS,MIGUEL HIDALGO,POLANCO REFORMA (POLANCO),0901600010656005,19.432596,-99.194558
C5/191119/04832,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,15:48:43,2019,Noviembre,2019-11-19,16:02:59,Negativo,SERVICIO,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION III,090170001055A006,19.435033,-99.098706
C5/191119/04840,Disturbio,Escandalo,2019,Noviembre,2019-11-19,15:52:05,2019,Noviembre,2019-11-19,16:24:10,Negativo,FALTA CÍVICA,VENUSTIANO CARRANZA,EL PARQUE,0901700010916037,19.417281,-99.120917
C5/191119/04849,Servicios,Entrevista ciudadana,2019,Noviembre,2019-11-19,15:52:24,2019,Noviembre,2019-11-19,16:33:34,Afirmativo,SERVICIO,COYOACAN,AJUSCO III,0900300010963012,19.312398,-99.169686
C5/191119/04865,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,15:50:19,2019,Noviembre,2019-11-19,16:40:48,Afirmativo,SERVICIO,VENUSTIANO CARRANZA,EMILIO CARRANZA,0901700010155009,19.448646,-99.120427
C5/191119/04764,Incendio,Casa habitacion,2019,Noviembre,2019-11-19,15:43:26,2019,Noviembre,2019-11-19,15:47:00,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I,090050001167A019,19.478676,-99.079195
C5/191119/04767,Denuncia,Persona sospechosa,2019,Noviembre,2019-11-19,15:43:16,2019,Noviembre,2019-11-19,15:59:59,Negativo,SERVICIO,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 6A SECCION (U HAB) I,0900500012004022,19.46681,-99.071791
C5/191119/04769,Incendio,Casa habitacion,2019,Noviembre,2019-11-19,15:44:02,2019,Noviembre,2019-11-19,15:46:49,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I,090050001167A019,19.478676,-99.079195
C5/191119/05513,Servicios,Corto cables transformador,2019,Noviembre,2019-11-19,17:17:31,2019,Noviembre,2019-11-19,17:21:19,Duplicado,SERVICIO,TLALPAN,LA FAMA,0901200010680008,19.290122,-99.177631
