folio,categoria_incidente_c4,incidente_c4,anio_creacion,mes_creacion,fecha_creacion,hora_creacion,anio_cierre,mes_cierre,fecha_cierre,hora_cierre,codigo_cierre,clas_con_f_alarma,alcaldia_cierre,colonia_cierre,manzana,latitud,longitud
C5/190211/05016,Disturbio,Escandalo,2019,Febrero,2019-02-11,15:34:04,2019,Febrero,2019-02-11,16:28:18,Negativo,FALTA CÍVICA,BENITO JUAREZ,MARIA DEL CARMEN,0901400010666013,19.376568,-99.139944
C5/190211/05027,Denuncia,Persona sospechosa,2019,Febrero,2019-02-11,15:28:43,2019,Febrero,2019-02-11,17:31:24,Negativo,SERVICIO,IZTAPALAPA,MIRASOLES (U HAB),0900700013897015,19.3175,-99.075447
C5/190211/05036,Denuncia,Persona sospechosa,2019,Febrero,2019-02-11,15:36:15,2019,Febrero,2019-02-11,15:52:28,Negativo,SERVICIO,CUAUHTEMOC,ROMA SUR I,0901500011356026,19.408637,-99.167347
C5/190131/08953,Medicos,Inconsciente,2019,Enero,2019-01-31,23:50:16,2019,Febrero,2019-02-01,00:18:02,Negativo,URGENCIAS MEDICAS,BENITO JUAREZ,LETRAN VALLE,090140001076A006,19.377381,-99.160046
C5/190131/08959,Medicos,Inconsciente,2019,Enero,2019-01-31,23:51:37,2019,Febrero,2019-02-01,00:14:56,Negativo,URGENCIAS MEDICAS,IZTAPALAPA,MAGDALENA ATLAZOLPA (PBLO),0900700010360003,19.374512,-99.109291
C5/190131/08961,Denuncia,Persona sospechosa,2019,Enero,2019-01-31,23:51:01,2019,Febrero,2019-02-01,00:07:05,Negativo,SERVICIO,BENITO JUAREZ,"NAPOLES (AMPL)",090140001037A004,19.386372,-99.17843
C5/190131/08962,Disturbio,Escandalo,2019,Enero,2019-01-31,23:51:45,2019,Febrero,2019-02-01,00:05:10,Afirmativo,FALTA CÍVICA,GUSTAVO A. MADERO,LINDAVISTA I,0900500011114014,19.487078,-99.12589
C5/190131/08965,Danos,Otros,2019,Enero,2019-01-31,23:52:50,2019,Febrero,2019-02-01,00:06:21,Negativo,DELITO,BENITO JUAREZ,"NARVARTE VI",0901400010276004,19.38935,-99.149021
C5/190131/08986,Denuncia,Persona sospechosa,2019,Enero,2019-01-31,23:56:12,2019,Febrero,2019-02-01,00:20:46,Negativo,SERVICIO,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA I,0901700011219001,19.412105,-99.092776
C5/190131/08992,Disturbio,Escandalo,2019,Enero,2019-01-31,23:57:31,2019,Febrero,2019-02-01,00:16:25,Negativo,FALTA CÍVICA,ALVARO OBREGON,PROGRESO TIZAPAN,0901000011222028,19.339877,-99.202568
C5/190131/08843,Medicos,Inconsciente,2019,Enero,2019-01-31,23:33:47,2019,Febrero,2019-02-01,00:57:24,Afirmativo,URGENCIAS MEDICAS,CUAUHTEMOC,PERALVILLO II,0901500010038010,19.459899,-99.128849
C5/190131/08864,Servicios,Entrevista ciudadana,2019,Enero,2019-01-31,23:37:45,2019,Febrero,2019-02-01,00:24:48,Negativo,SERVICIO,GUSTAVO A. MADERO,MARTIN CARRERA II,0900500011133017,19.487964,-99.111557
C5/190131/08957,Disturbio,Escandalo,2019,Enero,2019-01-31,23:50:49,2019,Febrero,2019-02-01,00:11:06,Negativo,FALTA CÍVICA,CUAJIMALPA DE MORELOS,TEPETONGO,0900400010053014,19.370717,-99.291763
C5/190201/00033,Disturbio,Escandalo,2019,Febrero,2019-02-01,00:04:42,2019,Febrero,2019-02-01,00:12:07,Duplicado,FALTA CÍVICA,MIGUEL HIDALGO,ESCANDON I,090160001118A015,19.405796,-99.180514
C5/190131/08901,Denuncia,Persona sospechosa,2019,Enero,2019-01-31,23:43:21,2019,Febrero,2019-02-01,00:01:43,Negativo,SERVICIO,BENITO JUAREZ,MODERNA,0901400010168023,19.392736,-99.132244
C5/190131/08903,Robo,Otros,2019,Enero,2019-01-31,23:43:46,2019,Febrero,2019-02-01,00:09:51,Afirmativo,DELITO,CUAUHTEMOC,TABACALERA,0901500010714005,19.436335,-99.152179
C5/190131/08907,Danos,Otros,2019,Enero,2019-01-31,23:43:15,2019,Febrero,2019-02-01,03:36:47,Afirmativo,DELITO,IZTAPALAPA,EMILIANO ZAPATA (AMPL),0900700014838008,19.340975,-98.978201
C5/190131/08928,Denuncia,Persona sospechosa,2019,Enero,2019-01-31,23:46:56,2019,Febrero,2019-02-01,00:17:00,Negativo,SERVICIO,COYOACAN,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),0900300010516010,19.335071,-99.124295
C5/190131/08681,Medicos,Inconsciente,2019,Enero,2019-01-31,23:08:41,2019,Febrero,2019-02-01,00:21:49,Negativo,URGENCIAS MEDICAS,IZTAPALAPA,SAN JUAN XALPA II,0900700013986039,19.339246,-99.080345
C5/190131/08684,Servicios,Entrevista ciudadana,2019,Enero,2019-01-31,23:07:11,2019,Febrero,2019-02-01,00:06:25,Afirmativo,SERVICIO,LA MAGDALENA CONTRERAS,LOS PADRES,0900800010137071,19.317972,-99.248239
C5/190131/08997,Disturbio,Escandalo,2019,Enero,2019-01-31,23:59:16,2019,Febrero,2019-02-01,00:06:15,Duplicado,FALTA CÍVICA,MIGUEL HIDALGO,ESCANDON I,090160001118A011,19.4055,-99.179614
C5/190131/08833,Servicios,Corto cables transformador,2019,Enero,2019-01-31,23:32:30,2019,Febrero,2019-02-01,00:24:57,Negativo,SERVICIO,IZTAPALAPA,LOMAS DE SAN LORENZO I,0900700014185027,19.316737,-99.060897
C5/190131/08421,Medicos,Inconsciente,2019,Enero,2019-01-31,22:33:33,2019,Febrero,2019-02-01,00:00:26,Afirmativo,URGENCIAS MEDICAS,IZTAPALAPA,LOS ANGELES,0900700012808005,19.340241,-99.06608
C5/190201/00249,Disturbio,Escandalo,2019,Febrero,2019-02-01,00:48:36,2019,Febrero,2019-02-01,01:03:02,Negativo,FALTA CÍVICA,GUSTAVO A. MADERO,SANTA ISABEL TOLA (PBLO),0900500010794009,19.501715,-99.10961
C5/190213/04672,Servicios,Persona extraviada,2019,Febrero,2019-02-13,15:23:14,2019,Febrero,2019-02-13,15:26:06,Duplicado,SERVICIO,CUAUHTEMOC,HIPODROMO II,0901500011337014,19.410282,-99.174693
C5/190213/02794,Denuncia,Persona sospechosa,2019,Febrero,2019-02-13,11:29:25,2019,Febrero,2019-02-13,11:47:21,Negativo,SERVICIO,BENITO JUAREZ,AMERICAS UNIDAS-DEL LAGO,0901400010505016,19.380846,-99.142804
C5/190213/04680,Medicos,Inconsciente,2019,Febrero,2019-02-13,15:22:35,2019,Febrero,2019-02-13,16:49:47,Negativo,URGENCIAS MEDICAS,VENUSTIANO CARRANZA,JARDIN BALBUENA I,0901700010615028,19.425975,-99.108425
C5/190213/04705,Servicios,Entrevista ciudadana,2019,Febrero,2019-02-13,15:26:39,2019,Febrero,2019-02-13,15:44:57,Negativo,SERVICIO,IZTACALCO,PANTITLAN I,0900600010043010,19.417556,-99.065108
C5/190218/00089,Disturbio,Escandalo,2019,Febrero,2019-02-18,00:12:44,2019,Febrero,2019-02-18,00:57:57,Negativo,FALTA CÍVICA,ALVARO OBREGON,LA CAADA,0901000011913022,19.38318,-99.225799
C5/190218/00153,Disturbio,Escandalo,2019,Febrero,2019-02-18,00:24:47,2019,Febrero,2019-02-18,00:32:55,Negativo,FALTA CÍVICA,IZTAPALAPA,SAN LORENZO TEZONCO (PBLO),0900700012047052,19.31596,-99.070381
C5/190213/05733,Incendio,Casa habitacion,2019,Febrero,2019-02-13,17:29:16,2019,Febrero,2019-02-13,17:37:06,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,090050001224A017,19.456695,-99.090112
C5/190131/08972,Denuncia,Persona sospechosa,2019,Enero,2019-01-31,23:54:42,2019,Febrero,2019-02-01,00:08:35,Negativo,SERVICIO,BENITO JUAREZ,INDEPENDENCIA,0901400010632034,19.378799,-99.152914
C5/190213/04536,Medicos,Convulsiones,2019,Febrero,2019-02-13,15:06:37,2019,Febrero,2019-02-13,16:58:44,Afirmativo,URGENCIAS MEDICAS,BENITO JUAREZ,STA CRUZ ATOYAC,0901400010844001,19.366106,-99.158409
C5/190213/04553,Servicios,Solicitud de escolta,2019,Febrero,2019-02-13,15:08:23,2019,Febrero,2019-02-13,16:34:43,Afirmativo,SERVICIO,CUAUHTEMOC,TRANSITO,090150001106A006,19.420864,-99.133438
C5/190213/04516,Agresion,Casa habitacion,2019,Febrero,2019-02-13,15:04:04,2019,Febrero,2019-02-13,15:19:53,Negativo,DELITO,IZTAPALAPA,JOSE LOPEZ PORTILLO I,0900700013488003,19.305383,-99.083834
C5/190213/04627,Servicios,Apoyo vial semaforos descompuestos,2019,Febrero,2019-02-13,15:18:28,2019,Febrero,2019-02-13,18:06:08,Afirmativo,SERVICIO,AZCAPOTZALCO,NUEVA SANTA MARIA,0900200010843008,19.461034,-99.166952
C5/190213/04473,Agresion,A policia,2019,Febrero,2019-02-13,14:59:49,2019,Febrero,2019-02-13,16:41:21,Afirmativo,DELITO,CUAUHTEMOC,CENTRO VIII,0901500010748027,19.434325,-99.1463
C5/190213/04507,Danos por fenomeno natural o tercero,Caida de cables,2019,Febrero,2019-02-13,15:03:31,2019,Febrero,2019-02-13,16:40:44,Afirmativo,SERVICIO,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN (PBLO),0900500010934004,19.493308,-99.140347
C5/190213/04394,Agresion,Casa habitacion,2019,Febrero,2019-02-13,14:50:17,2019,Febrero,2019-02-13,15:19:17,Negativo,DELITO,IZTACALCO,PANTITLAN V,0900600010109002,19.406235,-99.058086
C5/190213/04432,Danos,Propiedad ajena,2019,Febrero,2019-02-13,14:56:10,2019,Febrero,2019-02-13,15:08:59,Negativo,DELITO,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,0900500011256012,19.485458,-99.131381
C5/190131/08967,Privacion de la libertad,Secuestro,2019,Enero,2019-01-31,23:53:13,2019,Febrero,2019-02-01,00:30:05,Negativo,DELITO,CUAUHTEMOC,GUERRERO III,0901500010610020,19.438063,-99.147061
C5/190131/08978,Privacion de la libertad,Secuestro,2019,Enero,2019-01-31,23:54:39,2019,Febrero,2019-02-01,00:02:30,Duplicado,DELITO,CUAUHTEMOC,GUERRERO III,0901500010610020,19.438063,-99.147061
C5/190131/08988,Agresion,Casa habitacion,2019,Enero,2019-01-31,23:57:02,2019,Febrero,2019-02-01,00:10:14,Negativo,DELITO,VENUSTIANO CARRANZA,PENITENCIARIA (AMPL),0901700010494008,19.436458,-99.119113
C5/190131/08844,Danos por fenomeno natural o tercero,Caida de cables,2019,Enero,2019-01-31,23:33:51,2019,Febrero,2019-02-01,00:02:25,Duplicado,SERVICIO,IZTAPALAPA,LOMAS DE SAN LORENZO I,0900700014185026,19.317024,-99.06068
C5/190131/08856,Robo,Automovilista,2019,Enero,2019-01-31,23:35:51,2019,Febrero,2019-02-01,01:51:48,Negativo,DELITO,VENUSTIANO CARRANZA,PEON DE LOS BAOS,NA,19.437606,-99.085885
C5/190131/08921,Denuncia de hechos,Portacion de arma,2019,Enero,2019-01-31,23:46:18,2019,Febrero,2019-02-01,00:19:02,Negativo,DELITO,GUSTAVO A. MADERO,TLACAELEL,0900500013267024,19.560403,-99.144665
C5/190131/08924,Danos,Propiedad ajena,2019,Enero,2019-01-31,23:45:32,2019,Febrero,2019-02-01,00:09:58,Afirmativo,DELITO,CUAUHTEMOC,ROMA NORTE III,0901500011110018,19.417763,-99.156323
C5/190131/08689,Robo,Automovilista,2019,Enero,2019-01-31,23:09:21,2019,Febrero,2019-02-01,01:17:01,Negativo,DELITO,AZCAPOTZALCO,PATRIMONIO FAMILIAR,0900200010773025,19.467723,-99.15047
C5/190201/00251,Agresion,Casa habitacion,2019,Febrero,2019-02-01,00:48:54,2019,Febrero,2019-02-01,00:53:44,Duplicado,DELITO,ALVARO OBREGON,PODER POPULAR,090100001092A025,19.364545,-99.199904
C5/190201/01774,Servicios,Falta de agua,2019,Febrero,2019-02-01,07:54:23,2019,Febrero,2019-02-01,08:15:05,Negativo,SERVICIO,IZTAPALAPA,ZACAHUITZCO,0900700010483011,19.374877,-99.134109
C5/190201/01776,Incendio,Negocio plaza comercial mercado,2019,Febrero,2019-02-01,07:54:30,2019,Febrero,2019-02-01,07:57:47,Duplicado,EMERGENCIA,CUAUHTEMOC,OBRERA I,0901500011144008,19.416985,-99.142439
C5/190131/06620,Servicios,Apoyo vial semaforos descompuestos,2019,Enero,2019-01-31,19:03:05,2019,Febrero,2019-02-01,08:27:06,Afirmativo,SERVICIO,MIGUEL HIDALGO,TACUBAYA,0901600011175005,19.405695,-99.185169
C5/190201/00216,Agresion,Casa habitacion,2019,Febrero,2019-02-01,00:41:58,2019,Febrero,2019-02-01,00:46:18,Duplicado,DELITO,ALVARO OBREGON,PODER POPULAR,090100001092A025,19.364545,-99.199904
C5/190213/04674,Servicios,Otros,2019,Febrero,2019-02-13,15:23:23,2019,Febrero,2019-02-13,15:50:50,Negativo,SERVICIO,CUAUHTEMOC,SAN RAFAEL II,0901500010682003,19.436774,-99.162436
C5/190218/00099,Servicios,Alarma activada,2019,Febrero,2019-02-18,00:15:19,2019,Febrero,2019-02-18,00:21:51,Negativo,SERVICIO,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),0900900110416022,19.217323,-98.993552
C5/190126/10683,Agresion,Casa habitacion,2019,Enero,2019-01-26,23:33:23,2019,Febrero,2019-02-01,04:09:58,Duplicado,DELITO,IZTAPALAPA,EL MIRADOR,0900700014024031,19.335862,-99.09929
C5/190103/06016,Denuncia,Menor en riesgo,2019,Enero,2019-01-03,17:34:21,2019,Enero,2019-01-03,17:43:11,Negativo,SERVICIO,COYOACAN,EX HACIENDA COAPA,0900300011675022,19.310311,-99.128979
C5/190103/06022,Robo,Automovilista,2019,Enero,2019-01-03,17:31:29,2019,Enero,2019-01-03,17:59:43,Negativo,DELITO,MIGUEL HIDALGO,TORRE BLANCA,0901600010139023,19.459213,-99.190585
C5/190103/06040,Medicos,Intoxicado,2019,Enero,2019-01-03,17:36:08,2019,Enero,2019-01-03,18:26:34,Negativo,URGENCIAS MEDICAS,IZTAPALAPA,EL MANTO,0900700012687021,19.349069,-99.084591
C5/190103/05920,Robo,Automovilista,2019,Enero,2019-01-03,17:22:16,2019,Enero,2019-01-03,17:57:17,Afirmativo,DELITO,MIGUEL HIDALGO,ANAHUAC II,0901600010497010,19.443604,-99.171389
C5/190103/05928,Danos por fenomeno natural o tercero,Caida de cables,2019,Enero,2019-01-03,17:23:57,2019,Enero,2019-01-03,18:00:23,Negativo,SERVICIO,IZTAPALAPA,SAN JUAN JOYA (PJE),0900700012850027,19.33557,-99.065742
C5/190103/05952,Robo,Automovilista,2019,Enero,2019-01-03,17:24:19,2019,Enero,2019-01-03,18:08:10,Negativo,DELITO,GUSTAVO A. MADERO,SANTA ISABEL TOLA (PBLO),0900500010987002,19.496721,-99.112875
C5/190103/05960,Medicos,Convulsiones,2019,Enero,2019-01-03,17:25:57,2019,Enero,2019-01-03,17:47:39,Negativo,URGENCIAS MEDICAS,ALVARO OBREGON,PRESIDENTES,0901000011966009,19.377356,-99.222349
C5/190103/05874,Medicos,Convulsiones,2019,Enero,2019-01-03,17:16:40,2019,Enero,2019-01-03,17:24:10,Duplicado,URGENCIAS MEDICAS,LA MAGDALENA CONTRERAS,EL OCOTAL,0900800010423047,19.303722,-99.259216
C5/190213/04673,Servicios,Apoyo vial semaforos descompuestos,2019,Febrero,2019-02-13,15:22:55,2019,Febrero,2019-02-13,15:24:38,Duplicado,SERVICIO,AZCAPOTZALCO,NUEVA SANTA MARIA,0900200010843027,19.461545,-99.170074
C5/190213/04681,Servicios,Apoyo vial semaforos descompuestos,2019,Febrero,2019-02-13,15:23:35,2019,Febrero,2019-02-13,15:24:56,Duplicado,SERVICIO,AZCAPOTZALCO,NUEVA SANTA MARIA,0900200010843027,19.461545,-99.170074
C5/190213/04693,Servicios,Apoyo vial semaforos descompuestos,2019,Febrero,2019-02-13,15:23:54,2019,Febrero,2019-02-13,15:25:48,Duplicado,SERVICIO,AZCAPOTZALCO,NUEVA SANTA MARIA,0900200010843008,19.461034,-99.166952
C5/190213/04694,Denuncia de hechos,Portacion de arma,2019,Febrero,2019-02-13,15:24:38,2019,Febrero,2019-02-13,16:01:07,Negativo,DELITO,VENUSTIANO CARRANZA,REVOLUCION,0901700010422006,19.438579,-99.103453
C5/190213/04710,Medicos,Convulsiones,2019,Febrero,2019-02-13,15:24:59,2019,Febrero,2019-02-13,15:48:48,Negativo,URGENCIAS MEDICAS,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE II,0900600011056001,19.384852,-99.121313
C5/190218/00095,Agresion,Casa habitacion,2019,Febrero,2019-02-18,00:14:48,2019,Febrero,2019-02-18,00:24:23,Duplicado,DELITO,IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) II,090070001077A015,19.364555,-99.025554
C5/190213/04625,Servicios,Apoyo vial semaforos descompuestos,2019,Febrero,2019-02-13,15:19:03,2019,Febrero,2019-02-13,18:07:24,Afirmativo,SERVICIO,AZCAPOTZALCO,NUEVA SANTA MARIA,0900200010843027,19.461545,-99.170074
C5/190213/04640,Servicios,Solicitud de escolta,2019,Febrero,2019-02-13,15:19:39,2019,Febrero,2019-02-13,15:33:35,Duplicado,SERVICIO,CUAUHTEMOC,TRANSITO,090150001106A006,19.420864,-99.133438
C5/190218/00084,Agresion,Casa habitacion,2019,Febrero,2019-02-18,00:11:53,2019,Febrero,2019-02-18,00:23:41,Duplicado,DELITO,IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) II,090070001077A015,19.364555,-99.025554
C5/190213/04604,Amenaza,A persona,2019,Febrero,2019-02-13,15:10:16,2019,Febrero,2019-02-13,15:57:10,Afirmativo,DELITO,COYOACAN,MONTE DE PIEDAD,0900300010268005,19.345219,-99.173303
C5/190218/00044,Amenaza,A persona,2019,Febrero,2019-02-18,00:04:13,2019,Febrero,2019-02-18,00:16:53,Afirmativo,DELITO,IZTAPALAPA,ESCUADRON 201,0900700015446024,19.362788,-99.111217
C5/190217/10201,Agresion,Casa habitacion,2019,Febrero,2019-02-17,23:46:09,2019,Febrero,2019-02-18,00:19:55,Afirmativo,DELITO,IZTAPALAPA,CAMPESTRE POTRERO,0900700014842021,19.330678,-98.973797
C5/190217/10244,Medicos,Intoxicado,2019,Febrero,2019-02-17,23:50:41,2019,Febrero,2019-02-18,00:35:54,Afirmativo,URGENCIAS MEDICAS,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS,0901400010365009,19.387051,-99.182981
C5/190217/10246,Danos por fenomeno natural o tercero,Caida de arbol,2019,Febrero,2019-02-17,23:53:22,2019,Febrero,2019-02-18,01:22:16,Afirmativo,SERVICIO,MIGUEL HIDALGO,VERONICA ANZURES,0901600010590008,19.43846,-99.177071
C5/190217/10130,Agresion,Casa habitacion,2019,Febrero,2019-02-17,23:35:48,2019,Febrero,2019-02-18,00:20:32,Afirmativo,DELITO,GUSTAVO A. MADERO,PANAMERICANA (AMPL),0900500011383027,19.478157,-99.141768
C5/190103/07461,Medicos,Convulsiones,2019,Enero,2019-01-03,20:30:11,2019,Enero,2019-01-03,20:33:44,Duplicado,URGENCIAS MEDICAS,IZTACALCO,EL RODEO,0900600010490016,19.391761,-99.086796
C5/190103/07462,Robo,Automovilista,2019,Enero,2019-01-03,20:30:21,2019,Enero,2019-01-03,20:44:23,Negativo,DELITO,CUAUHTEMOC,HIPODROMO II,0901500011426019,19.404553,-99.171924
C5/190103/07486,Medicos,Convulsiones,2019,Enero,2019-01-03,20:32:54,2019,Enero,2019-01-03,20:34:39,Duplicado,URGENCIAS MEDICAS,ALVARO OBREGON,ALFONSO XIII,0901000010629010,19.374116,-99.195781
C5/190103/07454,Agresion,A policia,2019,Enero,2019-01-03,20:28:24,2019,Enero,2019-01-03,20:54:15,Duplicado,DELITO,ALVARO OBREGON,EL PARAISO,090100001014A009,19.389446,-99.213155
C5/190103/07423,Medicos,Convulsiones,2019,Enero,2019-01-03,20:25:37,2019,Enero,2019-01-03,20:28:55,Duplicado,URGENCIAS MEDICAS,ALVARO OBREGON,ALFONSO XIII,0901000010510012,19.375214,-99.196926
C5/190217/09990,Danos,Propiedad ajena,2019,Febrero,2019-02-17,23:17:07,2019,Febrero,2019-02-18,00:53:02,Afirmativo,DELITO,COYOACAN,PEDREGAL DE STO DOMINGO III,0900300010639061,19.327815,-99.160345
C5/190217/10037,Denuncia de hechos,Portacion de arma,2019,Febrero,2019-02-17,23:25:05,2019,Febrero,2019-02-18,00:39:33,Negativo,DELITO,COYOACAN,PEDREGAL DE STO DOMINGO IX,090030001061A008,19.331204,-99.173139
C5/190211/05038,Denuncia de hechos,Portacion de arma,2019,Febrero,2019-02-11,15:37:04,2019,Febrero,2019-02-11,15:57:05,Afirmativo,DELITO,GUSTAVO A. MADERO,SAN FELIPE DE JESUS,NA,19.502287,-99.073861
C5/190217/09928,Denuncia de hechos,Portacion de arma,2019,Febrero,2019-02-17,23:09:34,2019,Febrero,2019-02-18,05:33:15,Afirmativo,DELITO,IZTAPALAPA,SAN JUAN XALPA II,0900700015889001,19.332938,-99.087135
C5/190217/09424,Danos por fenomeno natural o tercero,Caida de cables,2019,Febrero,2019-02-17,21:57:43,2019,Febrero,2019-02-18,03:14:10,Afirmativo,SERVICIO,ALVARO OBREGON,TLACOYAQUE,0901000011735022,19.323004,-99.264456
C5/190218/00151,Agresion,Casa habitacion,2019,Febrero,2019-02-18,00:24:18,2019,Febrero,2019-02-18,00:55:51,Afirmativo,DELITO,CUAUHTEMOC,CENTRO III,0901500010663010,19.436995,-99.124384
C5/190213/04528,Danos,Propiedad ajena,2019,Febrero,2019-02-13,15:05:36,2019,Febrero,2019-02-13,15:12:17,Duplicado,DELITO,GUSTAVO A. MADERO,VILLA DE ARAGON (FRACC),0900500012038020,19.46711,-99.058607
C5/190103/07837,Robo,Automovilista,2019,Enero,2019-01-03,21:15:31,2019,Enero,2019-01-03,21:25:28,Negativo,DELITO,IZTAPALAPA,PASEOS DE CHURUBUSCO,0900700010197037,19.382875,-99.08463
C5/190103/07840,Danos por fenomeno natural o tercero,Caida de arbol,2019,Enero,2019-01-03,21:14:25,2019,Enero,2019-01-03,22:13:10,Afirmativo,SERVICIO,ALVARO OBREGON,SAN BARTOLO AMEYALCO (PBLO),0901000011345007,19.327128,-99.272128
C5/190103/07864,Medicos,Convulsiones,2019,Enero,2019-01-03,21:16:58,2019,Enero,2019-01-03,22:06:51,Negativo,URGENCIAS MEDICAS,IZTAPALAPA,EL MOLINO_,0900700013774015,19.356041,-99.086257
C5/190103/07811,Medicos,Convulsiones,2019,Enero,2019-01-03,21:11:37,2019,Enero,2019-01-03,22:02:28,Negativo,URGENCIAS MEDICAS,GUSTAVO A. MADERO,LOMAS DE SAN JUAN IXHUATEPEC (2A SECCION),0900500013360029,19.510194,-99.107653
C5/190103/07693,Danos por fenomeno natural o tercero,Zona sin energia electrica,2019,Enero,2019-01-03,21:00:27,2019,Enero,2019-01-03,21:07:41,Negativo,EMERGENCIA,GUSTAVO A. MADERO,EMILIANO ZAPATA (AMPL),0900500011862013,19.464753,-99.106087
C5/190103/07690,Danos,Propiedad ajena,2019,Enero,2019-01-03,21:00:37,2019,Enero,2019-01-03,21:26:11,Negativo,DELITO,CUAUHTEMOC,ROMA NORTE III,0901500011106001,19.416442,-99.163073
C5/190103/07697,Robo,Automovilista,2019,Enero,2019-01-03,21:00:46,2019,Enero,2019-01-03,21:51:14,Negativo,DELITO,GUSTAVO A. MADERO,TRES ESTRELLAS,0900500011839004,19.470739,-99.111669
C5/190103/07698,Danos por fenomeno natural o tercero,Caida de arbol,2019,Enero,2019-01-03,20:59:04,2019,Enero,2019-01-03,21:13:24,Negativo,SERVICIO,IZTAPALAPA,BELLAVISTA (U HAB),0900700015145008,19.329856,-99.069379
C5/190103/07705,Robo,Automovilista,2019,Enero,2019-01-03,21:02:03,2019,Enero,2019-01-03,21:06:17,Negativo,DELITO,CUAUHTEMOC,OBRERA II,0901500011144006,19.415246,-99.142491
C5/190103/07710,Robo,Cable,2019,Enero,2019-01-03,21:01:06,2019,Enero,2019-01-03,21:41:58,Negativo,DELITO,CUAUHTEMOC,TRANSITO,0901500011163016,19.413836,-99.134173
C5/190103/07642,Agresion,Casa habitacion,2019,Enero,2019-01-03,20:54:00,2019,Enero,2019-01-03,21:15:48,Negativo,DELITO,COYOACAN,CAFETALES I (RDCIAL),0900300011181023,19.315325,-99.110403
