folio,categoria_incidente_c4,incidente_c4,anio_creacion,mes_creacion,fecha_creacion,hora_creacion,anio_cierre,mes_cierre,fecha_cierre,hora_cierre,codigo_cierre,clas_con_f_alarma,alcaldia_cierre,colonia_cierre,manzana,latitud,longitud
C5/200112/01376,Disturbio,Escandalo,2020,Enero,2020-01-12,02:58:47,2020,Enero,2020-01-12,03:17:26,Negativo,FALTA CÍVICA,AZCAPOTZALCO,IGNACIO ALLENDE,0900200010542036,19.467405,-99.16224
C5/200112/00808,Denuncia,Persona sospechosa,2020,Enero,2020-01-12,01:36:20,2020,Enero,2020-01-12,01:59:54,Afirmativo,SERVICIO,GUSTAVO A. MADERO,SAN FELIPE DE JESUS IV,0900500011059002,19.494328,-99.069984
C5/200112/00809,Disturbio,Escandalo,2020,Enero,2020-01-12,01:36:33,2020,Enero,2020-01-12,04:08:55,Negativo,FALTA CÍVICA,GUSTAVO A. MADERO,LA PURISIMA TICOMAN (BARR),0900500012860003,19.514188,-99.135395
C5/200112/00811,Disturbio,Escandalo,2020,Enero,2020-01-12,01:36:25,2020,Enero,2020-01-12,01:46:52,Negativo,FALTA CÍVICA,XOCHIMILCO,SAN MATEO XALPA (PBLO),0901300011173038,19.231308,-99.126252
C5/200112/00790,Denuncia,Servidor publico,2020,Enero,2020-01-12,01:33:40,2020,Enero,2020-01-12,01:38:10,Duplicado,SERVICIO,AZCAPOTZALCO,LA PRECIOSA,0900200010294015,19.486232,-99.195623
C5/200112/00792,Disturbio,Escandalo,2020,Enero,2020-01-12,01:34:22,2020,Enero,2020-01-12,01:43:51,Negativo,FALTA CÍVICA,COYOACAN,LA MAGDALENA CULHUACAN (BARR),090030001022A008,19.341515,-99.120302
C5/200110/08442,Disturbio,Escandalo,2020,Enero,2020-01-10,23:40:53,2020,Enero,2020-01-11,00:31:45,Negativo,FALTA CÍVICA,MIGUEL HIDALGO,ANZURES,0901600010694025,19.435724,-99.181741
C5/200110/08453,Disturbio,Escandalo,2020,Enero,2020-01-10,23:42:44,2020,Enero,2020-01-11,00:09:21,Duplicado,FALTA CÍVICA,BENITO JUAREZ,VERTIZ NARVARTE,0901400010628007,19.379744,-99.156233
C5/200111/00659,Disturbio,Escandalo,2020,Enero,2020-01-11,01:45:06,2020,Enero,2020-01-11,01:57:38,Negativo,FALTA CÍVICA,MIGUEL HIDALGO,NUEVA ARGENTINA (ARGENTINA PONIENTE),0901600010020001,19.465303,-99.201398
C5/200111/00660,Denuncia,Servidor publico,2020,Enero,2020-01-11,01:44:05,2020,Enero,2020-01-11,02:22:10,Negativo,SERVICIO,GUSTAVO A. MADERO,EL ARBOLILLO 1 (U HAB),0900500012790013,19.530671,-99.146477
C5/200111/00662,Disturbio,Escandalo,2020,Enero,2020-01-11,01:46:30,2020,Enero,2020-01-11,01:56:26,Afirmativo,FALTA CÍVICA,MIGUEL HIDALGO,ANAHUAC LAGO SUR,0901600010393005,19.445161,-99.18752
C5/200111/01423,Denuncia,Persona sospechosa,2020,Enero,2020-01-11,04:55:29,2020,Enero,2020-01-11,05:10:41,Negativo,SERVICIO,TLALPAN,SAN LORENZO HUIPULCO,NA,19.29168,-99.149461
C5/200111/01426,Disturbio,Escandalo,2020,Enero,2020-01-11,04:58:06,2020,Enero,2020-01-11,05:28:11,Afirmativo,FALTA CÍVICA,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) I,0900200010595008,19.4834,-99.215839
C5/200111/01427,Disturbio,Escandalo,2020,Enero,2020-01-11,04:58:24,2020,Enero,2020-01-11,05:16:13,Negativo,FALTA CÍVICA,MIGUEL HIDALGO,ANAHUAC I,0901600010285009,19.447399,-99.175256
C5/200111/01450,Disturbio,Escandalo,2020,Enero,2020-01-11,05:04:09,2020,Enero,2020-01-11,05:15:46,Duplicado,FALTA CÍVICA,IZTAPALAPA,MODELO (U),0900700012526034,19.365351,-99.123961
C5/200111/01476,Disturbio,Escandalo,2020,Enero,2020-01-11,05:13:18,2020,Enero,2020-01-11,05:22:43,Negativo,FALTA CÍVICA,IZTACALCO,PANTITLAN III,0900600011198020,19.406875,-99.072659
C5/200111/01454,Disturbio,Escandalo,2020,Enero,2020-01-11,05:04:50,2020,Enero,2020-01-11,05:20:40,Afirmativo,FALTA CÍVICA,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I,090050001167A006,19.480252,-99.081306
C5/200111/01456,Disturbio,Escandalo,2020,Enero,2020-01-11,05:04:32,2020,Enero,2020-01-11,05:06:46,Duplicado,FALTA CÍVICA,BENITO JUAREZ,SAN SIMON TICUMAC,0901400010651026,19.377613,-99.141939
C5/200111/01458,Disturbio,Escandalo,2020,Enero,2020-01-11,05:06:39,2020,Enero,2020-01-11,05:10:33,Duplicado,FALTA CÍVICA,VENUSTIANO CARRANZA,20 DE NOVIEMBRE,0901700010259007,19.442153,-99.112771
C5/200111/02845,Denuncia,Servidor publico,2020,Enero,2020-01-11,10:24:26,2020,Enero,2020-01-11,21:42:16,Afirmativo,SERVICIO,ALVARO OBREGON,EL BOSQUE 2DA SECCION (AMPL),0901000011773024,19.390741,-99.20122
C5/200103/07634,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:05:30,2020,Enero,2020-01-03,23:13:27,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA II,0900500013341009,19.484999,-99.085844
C5/200103/07643,Lesionado,Caida,2020,Enero,2020-01-03,23:07:27,2020,Enero,2020-01-03,23:37:49,Afirmativo,URGENCIAS MEDICAS,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO),0901700011420001,19.409287,-99.112104
C5/200103/07695,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:14:47,2020,Enero,2020-01-03,23:16:45,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA III,0900500012930055,19.483892,-99.084912
C5/200103/07704,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:15:30,2020,Enero,2020-01-03,23:17:42,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA II,0900500013341010,19.484036,-99.086208
C5/200103/07707,Lesionado,Caida,2020,Enero,2020-01-03,23:15:20,2020,Enero,2020-01-03,23:42:41,Negativo,URGENCIAS MEDICAS,IZTACALCO,GRANJAS MEXICO II,0900600010151001,19.403236,-99.088982
C5/200103/07709,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:15:59,2020,Enero,2020-01-03,23:17:27,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA (U HAB),0900500011326020,19.488369,-99.084599
C5/200103/07715,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:16:15,2020,Enero,2020-01-03,23:18:55,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,CAMPESTRE ARAGON I,0900500011326002,19.488871,-99.083341
C5/200103/07720,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:17:46,2020,Enero,2020-01-03,23:21:10,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA II,0900500013341008,19.485979,-99.085478
C5/200103/07725,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:18:07,2020,Enero,2020-01-03,23:20:06,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA III,0900500012930055,19.483892,-99.084912
C5/200103/07727,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:18:06,2020,Enero,2020-01-03,23:19:49,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,CAMPESTRE ARAGON I,0900500011326002,19.488871,-99.083341
C5/200103/07735,Derrame o fuga,Olor a gas combustible quimicos,2020,Enero,2020-01-03,23:19:04,2020,Enero,2020-01-03,23:20:36,Duplicado,EMERGENCIA,GUSTAVO A. MADERO,LA ESMERALDA II,0900500013341010,19.484036,-99.086208
